Headin÷CAN begin OK
LSM6DS3TR-C Found!
Accelerometer range set to: +-2G
Accelerometer data rate set to: 12.5 Hz
Heading:0.00 A Des:[0.00] Act:[0.00] B Des:7.00] Act:[0.00] [Immediate] [-1.45] [4.37] [-8.60] | PC:0
Heading:7.96 A Des:[6.96] Act:[3.90] B Des:-0.74] Act:[0.90] [Immediate] [4.65] [-1.28] [8.84] | PC:864
Heading:7.96 A Des:[6.96] Act:[3.20] B Des:-0.74] Act:[0.10] [Immediate] [3.15] [-1.40] [9.37] | PC:864
Heading:7.88 A Des:[7.00] Act:[3.30] B Des:-0.17] Act:[-2.90] [Immediate] [2.14] [-1.45] [9.59] | PC:865
Heading:7.88 A Des:[7.00] Act:[4.10] B Des:-0.17] Act:[-0.10] [Immediate] [0.58] [-1.51] [9.71] | PC:865
Heading:7.89 A Des:[7.00] Act:[3.60] B Des:-0.23] Act:[-2.90] [Immediate] [-0.48] [-1.52] [9.65] | PC:866
Heading:7.89 A Des:[7.00] Act:[2.80] B Des:-0.23] Act:[1.70] [Immediate] [-2.14] [-1.50] [9.32] | PC:866
Heading:7.93 A Des:[6.98] Act:[4.80] B Des:-0.53] Act:[0.80] [Immediate] [-3.21] [-1.47] [8.94] | PC:867
Heading:7.93 A Des:[6.98] Act:[4.00] B Des:-0.53] Act:[-1.70] [Immediate] [-4.75] [-1.37] [8.14] | PC:867
Heading:7.88 A Des:[7.00] Act:[3.80] B Des:-0.15] Act:[0.20] [Immediate] [-5.72] [-1.27] [7.45] | PC:868
Heading:7.88 A Des:[7.00] Act:[2.60] B Des:-0.15] Act:[0.40] [Immediate] [-6.96] [-1.10] [6.23] | PC:868
Heading:7.86 A Des:[7.00] Act:[4.90] B Des:-0.07] Act:[-2.80] [Immediate] [-7.64] [-0.99] [5.32] | PC:869
Heading:7.86 A Des:[7.00] Act:[4.80] B Des:-0.07] Act:[0.40] [Immediate] [-8.47] [-0.78] [3.82] | PC:869
Heading:7.96 A Des:[6.96] Act:[2.80] B Des:-0.73] Act:[1.50] [Immediate] [-8.86] [-0.63] [2.78] | PC:870
Heading:7.96 A Des:[6.96] Act:[3.70] B Des:-0.73] Act:[0.70] [Immediate] [-9.21] [-0.41] [1.18] | PC:870
Heading:7.90 A Des:[6.99] Act:[3.20] B Des:-0.35] Act:[-2.50] [Immediate] [-9.30] [-0.25] [0.05] | PC:871
Heading:7.90 A Des:[6.99] Act:[3.80] B Des:-0.35] Act:[0.90] [Immediate] [-9.18] [-0.05] [-1.62] | PC:871
Heading:7.93 A Des:[6.98] Act:[2.70] B Des:-0.55] Act:[-2.50] [Immediate] [-8.94] [0.07] [-2.71] | PC:872
Heading:7.93 A Des:[6.98] Act:[5.00] B Des:-0.55] Act:[0.90] [Immediate] [-8.34] [0.23] [-4.31] | PC:872
Heading:7.87 A Des:[7.00] Act:[2.40] B Des:-0.13] Act:[-1.90] [Immediate] [-7.78] [0.33] [-5.31] | PC:873
Heading:7.87 A Des:[7.00] Act:[3.80] B Des:-0.13] Act:[1.80] [Immediate] [-6.74] [0.45] [-6.67] | PC:873
Heading:8.00 A Des:[6.93] Act:[6.40] B Des:-0.99] Act:[-0.30] [Immediate] [-5.90] [0.55] [-7.47] | PC:874
Heading:8.00 A Des:[6.93] Act:[4.10] B Des:-0.99] Act:[1.80] [Immediate] [-4.50] [0.66] [-8.47] | PC:874
Heading:8.02 A Des:[6.91] Act:[5.50] B Des:-1.14] Act:[2.80] [Immediate] [-3.48] [0.68] [-8.98] | PC:875
Heading:8.02 A Des:[6.91] Act:[5.40] B Des:-1.14] Act:[-1.60] [Immediate] [-1.83] [0.64] [-9.55] | PC:875
Heading:7.94 A Des:[6.97] Act:[3.90] B Des:-0.61] Act:[-1.40] [Immediate] [-0.67] [0.51] [-9.76] | PC:876
Heading:7.94 A Des:[6.97] Act:[3.40] B Des:-0.61] Act:[0.30] [Immediate] [1.10] [0.20] [-9.82] | PC:876
Heading:7.95 A Des:[6.97] Act:[6.40] B Des:-0.68] Act:[-0.80] [Immediate] [2.31] [-0.01] [-9.66] | PC:877
Heading:7.95 A Des:[6.97] Act:[3.70] B Des:-0.68] Act:[-1.20] [Immediate] [3.51] [-0.26] [-9.36] | PC:877
Heading:7.85 A Des:[7.00] Act:[5.10] B Des:0.04] Act:[0.00] [Immediate] [5.24] [-0.68] [-8.59] | PC:878
Heading:7.85 A Des:[7.00] Act:[3.40] B Des:0.04] Act:[0.00] [Immediate] [6.31] [-0.82] [-7.90] | PC:878
Heading:7.96 A Des:[6.96] Act:[4.70] B Des:-0.74] Act:[-0.70] [Immediate] [7.73] [-0.69] [-6.65] | PC:879
Heading:7.96 A Des:[6.96] Act:[4.30] B Des:-0.74] Act:[0.60] [Immediate] [8.52] [-0.53] [-5.70] | PC:879
Heading:7.87 A Des:[7.00] Act:[5.20] B Des:-0.10] Act:[0.90] [Immediate] [9.45] [-0.30] [-4.13] | PC:880
Heading:7.87 A Des:[7.00] Act:[4.60] B Des:-0.10] Act:[2.50] [Immediate] [9.89] [-0.16] [-3.03] | PC:880
Heading:7.87 A Des:[7.00] Act:[2.90] B Des:-0.13] Act:[-1.90] [Immediate] [10.29] [0.07] [-1.33] | PC:881
Heading:7.87 A Des:[7.00] Act:[2.80] B Des:-0.13] Act:[-0.10] [Immediate] [10.37] [0.21] [-0.18] | PC:881
Heading:7.86 A Des:[7.00] Act:[2.40] B Des:-0.07] Act:[-2.10] [Immediate] [10.25] [0.40] [1.53] | PC:882
Heading:7.86 A Des:[7.00] Act:[3.50] B Des:-0.07] Act:[0.30] [Immediate] [10.02] [0.52] [2.63] | PC:882
Heading:7.94 A Des:[6.97] Act:[2.80] B Des:-0.59] Act:[-3.10] [Immediate] [9.41] [0.68] [4.22] | PC:883
Heading:7.94 A Des:[6.97] Act:[4.10] B Des:-0.59] Act:[-0.10] [Immediate] [8.86] [0.77] [5.21] | PC:883
Heading:7.93 A Des:[6.98] Act:[1.60] B Des:-0.55] Act:[2.90] [Immediate] [7.84] [0.89] [6.54] | PC:884
Heading:7.93 A Des:[6.98] Act:[4.80] B Des:-0.55] Act:[1.70] [Immediate] [7.03] [0.96] [7.34] | PC:884
Heading:7.83 A Des:[7.00] Act:[3.60] B Des:0.15] Act:[-2.00] [Immediate] [5.69] [1.03] [8.32] | PC:885
Heading:7.83 A Des:[7.00] Act:[2.40] B Des:0.15] Act:[-0.40] [Immediate] [4.72] [1.06] [8.84] | PC:885
Heading:7.81 A Des:[6.99] Act:[7.50] B Des:0.28] Act:[0.90] [Immediate] [3.18] [1.08] [9.41] | PC:886
Heading:7.81 A Des:[6.99] Act:[1.80] B Des:0.28] Act:[-2.10] [Immediate] [2.11] [1.07] [9.64] | PC:886
Heading:7.78 A Des:[6.98] Act:[3.20] B Des:0.55] Act:[0.60] [Immediate] [0.48] [1.02] [9.77] | PC:887
Heading:7.78 A Des:[6.98] Act:[4.80] B Des:0.55] Act:[0.20] [Immediate] [-0.62] [0.98] [9.70] | PC:887
Heading:7.81 A Des:[6.99] Act:[5.20] B Des:0.33] Act:[0.40] [Immediate] [-2.29] [0.88] [9.36] | PC:888
Heading:7.81 A Des:[6.99] Act:[4.40] B Des:0.33] Act:[-1.60] [Immediate] [-3.34] [0.80] [8.97] | PC:888
Heading:7.69 A Des:[6.91] Act:[3.00] B Des:1.11] Act:[1.80] [Immediate] [-4.83] [0.68] [8.17] | PC:889
Heading:7.69 A Des:[6.91] Act:[3.50] B Des:1.11] Act:[1.10] [Immediate] [-5.77] [0.59] [7.49] | PC:889
Heading:7.66 A Des:[6.87] Act:[5.70] B Des:1.37] Act:[0.00] [Immediate] [-6.97] [0.44] [6.29] | PC:890
Heading:7.66 A Des:[6.87] Act:[3.90] B Des:1.37] Act:[-1.20] [Immediate] [-7.65] [0.31] [5.39] | PC:890
Heading:7.78 A Des:[6.98] Act:[2.70] B Des:0.54] Act:[1.20] [Immediate] [-8.47] [0.12] [3.90] | PC:891
Heading:7.78 A Des:[6.98] Act:[4.70] B Des:0.54] Act:[-2.60] [Immediate] [-8.86] [-0.00] [2.85] | PC:891
Heading:7.72 A Des:[6.93] Act:[3.80] B Des:0.96] Act:[-0.10] [Immediate] [-9.21] [-0.15] [1.25] | PC:892
Heading:7.72 A Des:[6.93] Act:[4.20] B Des:0.96] Act:[-0.30] [Immediate] [0.56] [0.29] [-0.33] | PC:892
Heading:7.75 A Des:[6.96] Act:[5.30] B Des:0.72] Act:[1.30] [Immediate] [-9.19] [-0.33] [-1.55] | PC:893
Heading:7.75 A Des:[6.96] Act:[2.50] B Des:0.72] Act:[-0.40] [Immediate] [-8.95] [-0.37] [-2.65] | PC:893
Heading:7.74 A Des:[6.96] Act:[2.00] B Des:0.76] Act:[1.00] [Immediate] [-8.36] [-0.41] [-4.26] | PC:894
Heading:7.74 A Des:[6.96] Act:[3.10] B Des:0.76] Act:[-2.10] [Immediate] [-7.82] [-0.44] [-5.26] | PC:894
Heading:7.87 A Des:[7.00] Act:[3.70] B Des:-0.11] Act:[1.30] [Immediate] [-6.79] [-0.48] [-6.60] | PC:895
Heading:7.87 A Des:[7.00] Act:[5.00] B Des:-0.11] Act:[-1.60] [Immediate] [-5.97] [-0.50] [-7.41] | PC:895
Heading:7.90 A Des:[6.99] Act:[3.80] B Des:-0.31] Act:[1.10] [Immediate] [-4.58] [-0.52] [-8.42] | PC:896
Heading:7.90 A Des:[6.99] Act:[4.50] B Des:-0.31] Act:[-0.10] [Immediate] [-3.57] [-0.53] [-8.95] | PC:896
Heading:8.04 A Des:[6.88] Act:[2.00] B Des:-1.27] Act:[0.60] [Immediate] [-1.91] [-0.53] [-9.53] | PC:897
Heading:8.04 A Des:[6.88] Act:[6.20] B Des:-1.27] Act:[3.30] [Immediate] [-0.74] [-0.53] [-9.74] | PC:897
Heading:8.11 A Des:[6.77] Act:[5.60] B Des:-1.77] Act:[-1.60] [Immediate] [0.44] [-0.52] [-9.82] | PC:898
Heading:8.11 A Des:[6.77] Act:[3.70] B Des:-1.77] Act:[1.10] [Immediate] [2.24] [-0.51] [-9.66] | PC:898
Heading:8.23 A Des:[6.52] Act:[4.10] B Des:-2.55] Act:[-0.80] [Immediate] [3.42] [-0.50] [-9.37] | PC:899
Heading:8.23 A Des:[6.52] Act:[4.20] B Des:-2.55] Act:[-0.10] [Immediate] [5.09] [-0.49] [-8.67] | PC:899
Heading:8.27 A Des:[6.41] Act:[3.60] B Des:-2.81] Act:[-1.10] [Immediate] [6.12] [-0.54] [-8.05] | PC:900
Heading:8.27 A Des:[6.41] Act:[2.20] B Des:-2.81] Act:[-0.50] [Immediate] [7.46] [-0.75] [-6.92] | PC:900
Heading:8.16 A Des:[6.67] Act:[4.60] B Des:-2.12] Act:[-0.80] [Immediate] [8.21] [-0.81] [-6.07] | PC:901
Heading:8.16 A Des:[6.67] Act:[4.50] B Des:-2.12] Act:[3.20] [Immediate] [9.12] [-0.74] [-4.72] | PC:901
Heading:8.06 A Des:[6.85] Act:[2.50] B Des:-1.42] Act:[-2.10] [Immediate] [9.60] [-0.62] [-3.77] | PC:902
Heading:8.06 A Des:[6.85] Act:[3.70] B Des:-1.42] Act:[-2.40] [Immediate] [10.10] [-0.36] [-2.26] | PC:902
Heading:7.96 A Des:[6.96] Act:[4.60] B Des:-0.75] Act:[-0.80] [Immediate] [10.31] [-0.12] [-1.19] | PC:903
Heading:7.96 A Des:[6.96] Act:[4.70] B Des:-0.75] Act:[-2.00] [Immediate] [10.36] [0.42] [0.48] | PC:903
Heading:8.04 A Des:[6.88] Act:[5.30] B Des:-1.30] Act:[0.70] [Immediate] [10.22] [0.82] [1.60] | PC:904
Heading:8.04 A Des:[6.88] Act:[5.30] B Des:-1.30] Act:[-1.40] [Immediate] [9.73] [1.36] [3.26] | PC:904
Heading:7.99 A Des:[6.93] Act:[4.30] B Des:-0.98] Act:[0.80] [Immediate] [9.22] [1.73] [4.29] | PC:905
Heading:7.99 A Des:[6.93] Act:[5.20] B Des:-0.98] Act:[0.50] [Immediate] [8.28] [2.19] [5.67] | PC:905
Heading:7.94 A Des:[6.98] Act:[2.00] B Des:-0.57] Act:[-0.30] [Immediate] [7.56] [2.45] [6.46] | PC:906
Heading:7.94 A Des:[6.98] Act:[2.40] B Des:-0.57] Act:[0.50] [Immediate] [6.33] [2.76] [7.46] | PC:906
Heading:7.85 A Des:[7.00] Act:[2.10] B Des:0.06] Act:[-2.40] [Immediate] [5.45] [2.94] [8.00] | PC:907
Heading:7.85 A Des:[7.00] Act:[3.80] B Des:0.06] Act:[0.50] [Immediate] [4.05] [3.13] [8.63] | PC:907
Heading:7.81 A Des:[6.99] Act:[4.10] B Des:0.28] Act:[-1.20] [Immediate] [3.02] [3.20] [8.95] | PC:908
Heading:7.81 A Des:[6.99] Act:[3.50] B Des:0.28] Act:[0.10] [Immediate] [1.40] [3.25] [9.22] | PC:908
Heading:7.78 A Des:[6.98] Act:[6.50] B Des:0.54] Act:[0.00] [Immediate] [0.27] [3.23] [9.27] | PC:909
Heading:7.78 A Des:[6.98] Act:[3.00] B Des:0.54] Act:[0.00] [Immediate] [-1.48] [3.12] [9.08] | PC:909
Heading:7.85 A Des:[7.00] Act:[5.20] B Des:0.05] Act:[0.90] [Immediate] [-2.62] [2.98] [8.79] | PC:910
Heading:7.85 A Des:[7.00] Act:[2.80] B Des:0.05] Act:[-1.70] [Immediate] [-4.21] [2.71] [8.14] | PC:910
Heading:7.76 A Des:[6.97] Act:[3.50] B Des:0.66] Act:[-1.80] [Immediate] [-5.19] [2.48] [7.55] | PC:911
Heading:7.76 A Des:[6.97] Act:[3.20] B Des:0.66] Act:[1.30] [Immediate] [-6.50] [2.09] [6.50] | PC:911
Heading:7.76 A Des:[6.97] Act:[2.60] B Des:0.67] Act:[0.30] [Immediate] [-7.22] [1.79] [5.71] | PC:912
Heading:7.76 A Des:[6.97] Act:[4.80] B Des:0.67] Act:[1.80] [Immediate] [-8.13] [1.32] [4.39] | PC:912
Heading:7.72 A Des:[6.94] Act:[5.30] B Des:0.94] Act:[0.10] [Immediate] [-8.60] [0.97] [3.43] | PC:913
Heading:7.72 A Des:[6.94] Act:[4.10] B Des:0.94] Act:[-1.10] [Immediate] [-9.09] [0.43] [1.92] | PC:913
Heading:7.77 A Des:[6.98] Act:[4.90] B Des:0.56] Act:[-0.30] [Immediate] [-9.25] [0.06] [0.87] | PC:914
Heading:7.77 A Des:[6.98] Act:[2.00] B Des:0.56] Act:[0.20] [Immediate] [-9.26] [-0.51] [-0.76] | PC:914
Heading:7.75 A Des:[6.96] Act:[3.90] B Des:0.71] Act:[0.00] [Immediate] [-9.11] [-0.88] [-1.83] | PC:915
Heading:7.75 A Des:[6.96] Act:[3.10] B Des:0.71] Act:[-0.40] [Immediate] [-8.61] [-1.42] [-3.37] | PC:915
Heading:7.64 A Des:[6.84] Act:[3.30] B Des:1.47] Act:[1.60] [Immediate] [-8.13] [-1.76] [-4.38] | PC:916
Heading:7.64 A Des:[6.84] Act:[5.30] B Des:1.47] Act:[0.50] [Immediate] [-7.21] [-2.20] [-5.71] | PC:916
Heading:7.74 A Des:[6.96] Act:[5.50] B Des:0.79] Act:[-0.10] [Immediate] [-6.47] [-2.45] [-6.50] | PC:917
Heading:7.74 A Des:[6.96] Act:[3.90] B Des:0.79] Act:[0.00] [Immediate] [-5.21] [-2.78] [-7.53] | PC:917
Heading:7.79 A Des:[6.99] Act:[3.90] B Des:0.42] Act:[-0.70] [Immediate] [-4.28] [-2.96] [-8.08] | PC:918
Heading:7.79 A Des:[6.99] Act:[4.80] B Des:0.42] Act:[-1.70] [Immediate] [-3.28] [-3.15] [-8.73] | PC:918
Heading:7.67 A Des:[6.89] Act:[5.20] B Des:1.25] Act:[-0.20] [Immediate] [-1.63] [-3.23] [-9.04] | PC:919
Heading:7.67 A Des:[6.89] Act:[3.90] B Des:1.25] Act:[2.50] [Immediate] [-0.47] [-3.27] [-9.22] | PC:919
Heading:7.81 A Des:[6.99] Act:[2.20] B Des:0.31] Act:[0.60] [Immediate] [1.33] [-3.20] [-9.25] | PC:920
Heading:7.81 A Des:[6.99] Act:[4.20] B Des:0.31] Act:[0.50] [Immediate] [2.56] [-3.09] [-9.09] | PC:920
Heading:7.74 A Des:[6.96] Act:[2.30] B Des:0.77] Act:[1.60] [Immediate] [4.34] [-2.86] [-8.57] | PC:921
Heading:7.74 A Des:[6.96] Act:[5.10] B Des:0.77] Act:[0.30] [Immediate] [5.47] [-2.65] [-8.06] | PC:921
Heading:7.72 A Des:[6.93] Act:[3.40] B Des:0.96] Act:[0.50] [Immediate] [6.98] [-2.23] [-7.04] | PC:922
Heading:7.72 A Des:[6.93] Act:[5.90] B Des:0.96] Act:[0.00] [Immediate] [7.86] [-1.91] [-6.24] | PC:922
Heading:7.74 A Des:[6.96] Act:[5.60] B Des:0.79] Act:[-0.70] [Immediate] [8.94] [-1.39] [-4.89] | PC:923
Heading:7.74 A Des:[6.96] Act:[5.80] B Des:0.79] Act:[1.10] [Immediate] [9.49] [-1.03] [-3.91] | PC:923
Heading:7.69 A Des:[6.90] Act:[5.40] B Des:1.15] Act:[-1.30] [Immediate] [10.07] [-0.48] [-2.34] | PC:924
Heading:7.69 A Des:[6.90] Act:[3.80] B Des:1.15] Act:[0.00] [Immediate] [10.30] [-0.12] [-1.26] | PC:924
Heading:7.59 A Des:[6.77] Act:[3.80] B Des:1.79] Act:[0.70] [Immediate] [10.37] [0.33] [0.40] | PC:925
Heading:7.59 A Des:[6.77] Act:[2.30] B Des:1.79] Act:[2.60] [Immediate] [10.26] [0.50] [1.53] | PC:925
Heading:7.61 A Des:[6.80] Act:[4.70] B Des:1.66] Act:[0.70] [Immediate] [9.85] [0.42] [3.19] | PC:926
Heading:7.61 A Des:[6.80] Act:[4.10] B Des:1.66] Act:[1.80] [Immediate] [9.42] [0.24] [4.24] | PC:926
Heading:7.52 A Des:[6.62] Act:[5.10] B Des:2.28] Act:[0.90] [Immediate] [8.59] [-0.20] [5.66] | PC:927
Heading:7.52 A Des:[6.62] Act:[2.90] B Des:2.28] Act:[6.30] [Immediate] [7.92] [-0.67] [6.48] | PC:927
Heading:7.41 A Des:[6.32] Act:[4.70] B Des:3.01] Act:[1.70] [Immediate] [6.75] [-1.27] [7.53] | PC:928
Heading:7.41 A Des:[6.32] Act:[6.90] B Des:3.01] Act:[0.50] [Immediate] [5.90] [-1.58] [8.10] | PC:928
Heading:7.33 A Des:[6.07] Act:[1.20] B Des:3.48] Act:[1.10] [Immediate] [4.58] [-1.94] [8.75] | PC:929
Heading:7.33 A Des:[6.07] Act:[5.10] B Des:3.48] Act:[-2.80] [Immediate] [3.68] [-2.28] [9.02] | PC:929
Heading:7.47 A Des:[6.49] Act:[4.00] B Des:2.62] Act:[5.10] [Immediate] [2.35] [-3.31] [9.07] | PC:930
Heading:7.47 A Des:[6.49] Act:[3.50] B Des:2.62] Act:[0.60] [Immediate] [1.47] [-4.08] [8.88] | PC:930
Heading:7.59 A Des:[6.75] Act:[2.10] B Des:1.85] Act:[2.00] [Immediate] [0.11] [-4.98] [8.44] | PC:931
Heading:7.59 A Des:[6.75] Act:[2.70] B Des:1.85] Act:[1.10] [Immediate] [-0.85] [-5.47] [8.04] | PC:931
Heading:7.48 A Des:[6.52] Act:[3.70] B Des:2.55] Act:[-1.20] [Immediate] [-2.39] [-5.64] [7.48] | PC:932
Heading:7.48 A Des:[6.52] Act:[1.80] B Des:2.55] Act:[3.80] [Immediate] [-3.44] [-5.46] [7.11] | PC:932
Heading:7.43 A Des:[6.37] Act:[3.20] B Des:2.91] Act:[2.30] [Immediate] [-4.94] [-4.98] [6.42] | PC:933
Heading:7.43 A Des:[6.37] Act:[4.20] B Des:2.91] Act:[-1.90] [Immediate] [-5.86] [-4.61] [5.83] | PC:933
Heading:7.48 A Des:[6.51] Act:[3.30] B Des:2.59] Act:[1.00] [Immediate] [-7.01] [-4.08] [4.76] | PC:934
Heading:7.48 A Des:[6.51] Act:[3.30] B Des:2.59] Act:[0.50] [Immediate] [-7.62] [-3.77] [3.96] | PC:934
Heading:7.43 A Des:[6.38] Act:[3.40] B Des:2.87] Act:[1.70] [Immediate] [-8.36] [-3.16] [2.72] | PC:935
Heading:7.43 A Des:[6.38] Act:[4.40] B Des:2.87] Act:[4.80] [Immediate] [-8.73] [-2.63] [1.96] | PC:935
Heading:7.41 A Des:[6.33] Act:[3.50] B Des:2.99] Act:[4.40] [Immediate] [-9.12] [-1.65] [0.95] | PC:936
Heading:7.41 A Des:[6.33] Act:[3.20] B Des:2.99] Act:[1.50] [Immediate] [-9.26] [-0.86] [0.36] | PC:936
Heading:7.45 A Des:[6.43] Act:[1.70] B Des:2.77] Act:[-0.20] [Immediate] [-9.29] [0.52] [-0.38] | PC:937
Heading:7.45 A Des:[6.43] Act:[2.90] B Des:2.77] Act:[4.00] [Immediate] [-9.17] [1.48] [-0.80] | PC:937
Heading:7.39 A Des:[6.26] Act:[4.80] B Des:3.13] Act:[2.90] [Immediate] [-8.78] [2.96] [-1.22] | PC:938
Heading:7.39 A Des:[6.26] Act:[4.80] B Des:3.13] Act:[3.20] [Immediate] [-8.37] [3.98] [-1.36] | PC:938
Heading:7.40 A Des:[6.30] Act:[5.70] B Des:3.06] Act:[2.50] [Immediate] [-7.86] [4.96] [-1.39] | PC:939
Heading:7.40 A Des:[6.30] Act:[3.00] B Des:3.06] Act:[5.80] [Immediate] [-6.94] [6.29] [-1.21] | PC:939
Heading:7.45 A Des:[6.43] Act:[2.70] B Des:2.76] Act:[3.10] [Immediate] [-6.24] [7.07] [-0.83] | PC:940
Heading:7.45 A Des:[6.43] Act:[1.90] B Des:2.76] Act:[2.00] [Immediate] [-5.04] [8.07] [-0.19] | PC:940
Heading:7.34 A Des:[6.09] Act:[3.50] B Des:3.46] Act:[0.80] [Immediate] [-4.16] [8.62] [0.20] | PC:941
Heading:7.34 A Des:[6.09] Act:[2.50] B Des:3.46] Act:[3.40] [Immediate] [-2.71] [9.17] [1.07] | PC:941
Heading:7.37 A Des:[6.20] Act:[6.00] B Des:3.25] Act:[1.90] [Immediate] [-1.65] [9.39] [1.70] | PC:942
Heading:7.37 A Des:[6.20] Act:[4.40] B Des:3.25] Act:[0.40] [Immediate] [-0.03] [9.43] [2.59] | PC:942
Heading:7.43 A Des:[6.38] Act:[3.10] B Des:2.87] Act:[1.90] [Immediate] [1.05] [9.20] [3.28] | PC:943
Heading:7.43 A Des:[6.38] Act:[4.50] B Des:2.87] Act:[1.20] [Immediate] [2.72] [8.66] [4.02] | PC:943
Heading:7.35 A Des:[6.14] Act:[3.80] B Des:3.37] Act:[2.40] [Immediate] [3.79] [8.19] [4.30] | PC:944
Heading:7.35 A Des:[6.14] Act:[3.80] B Des:3.37] Act:[1.20] [Immediate] [5.32] [7.22] [4.60] | PC:944
Heading:7.43 A Des:[6.37] Act:[4.60] B Des:2.90] Act:[2.40] [Immediate] [6.29] [6.49] [4.61] | PC:945
Heading:7.43 A Des:[6.37] Act:[2.70] B Des:2.90] Act:[2.30] [Immediate] [7.55] [5.33] [4.38] | PC:945
Heading:7.41 A Des:[6.31] Act:[4.90] B Des:3.04] Act:[2.10] [Immediate] [8.27] [4.50] [4.08] | PC:946
Heading:7.41 A Des:[6.31] Act:[3.90] B Des:3.04] Act:[1.50] [Immediate] [9.18] [3.33] [3.36] | PC:946
Heading:7.42 A Des:[6.36] Act:[3.70] B Des:2.93] Act:[2.70] [Immediate] [9.64] [2.62] [2.70] | PC:947
Heading:7.42 A Des:[6.36] Act:[4.70] B Des:2.93] Act:[1.70] [Immediate] [10.13] [1.59] [1.59] | PC:947
Heading:7.34 A Des:[6.08] Act:[3.50] B Des:3.47] Act:[0.80] [Immediate] [10.31] [0.92] [0.78] | PC:948
Heading:7.34 A Des:[6.08] Act:[2.30] B Des:3.47] Act:[-0.20] [Immediate] [10.36] [0.00] [-0.53] | PC:948
Heading:7.36 A Des:[6.17] Act:[3.40] B Des:3.31] Act:[3.20] [Immediate] [10.26] [-0.48] [-1.43] | PC:949
Heading:7.36 A Des:[6.17] Act:[4.80] B Des:3.31] Act:[0.60] [Immediate] [9.91] [-1.02] [-2.77] | PC:949
Heading:7.49 A Des:[6.55] Act:[3.40] B Des:2.47] Act:[1.20] [Immediate] [9.56] [-1.26] [-3.68] | PC:950
Heading:7.49 A Des:[6.55] Act:[5.20] B Des:2.47] Act:[1.20] [Immediate] [8.88] [-1.40] [-4.99] | PC:950
Heading:7.57 A Des:[6.72] Act:[5.30] B Des:1.95] Act:[-0.80] [Immediate] [8.32] [-1.49] [-5.79] | PC:951
Heading:7.57 A Des:[6.72] Act:[3.80] B Des:1.95] Act:[-0.90] [Immediate] [7.29] [-1.71] [-6.90] | PC:951
Heading:7.52 A Des:[6.61] Act:[4.10] B Des:2.31] Act:[-0.50] [Immediate] [6.47] [-1.88] [-7.58] | PC:952
Heading:7.52 A Des:[6.61] Act:[4.10] B Des:2.31] Act:[-0.30] [Immediate] [5.03] [-2.06] [-8.47] | PC:952
Heading:7.42 A Des:[6.34] Act:[3.50] B Des:2.97] Act:[0.20] [Immediate] [3.97] [-2.12] [-8.94] | PC:953
Heading:7.42 A Des:[6.34] Act:[4.00] B Des:2.97] Act:[5.30] [Immediate] [2.30] [-1.93] [-9.46] | PC:953
Heading:7.42 A Des:[6.34] Act:[3.40] B Des:2.97] Act:[5.10] [Immediate] [1.21] [-1.51] [-9.68] | PC:954
Heading:7.42 A Des:[6.34] Act:[2.00] B Des:2.97] Act:[-0.50] [Immediate] [-0.35] [-0.58] [-9.78] | PC:954
Heading:7.51 A Des:[6.60] Act:[4.20] B Des:2.34] Act:[2.50] [Immediate] [-1.31] [0.03] [-9.67] | PC:955
Heading:7.51 A Des:[6.60] Act:[5.50] B Des:2.34] Act:[1.70] [Immediate] [-2.69] [0.95] [-9.27] | PC:955
Heading:7.48 A Des:[6.52] Act:[4.90] B Des:2.56] Act:[0.50] [Immediate] [-3.58] [1.42] [-8.86] | PC:956
Heading:7.48 A Des:[6.52] Act:[3.00] B Des:2.56] Act:[-0.80] [Immediate] [-4.91] [1.68] [-8.06] | PC:956
Heading:7.43 A Des:[6.38] Act:[2.20] B Des:2.88] Act:[0.90] [Immediate] [-5.80] [1.72] [-7.38] | PC:957
Heading:7.43 A Des:[6.38] Act:[2.60] B Des:2.88] Act:[-0.70] [Immediate] [-7.03] [1.83] [-6.08] | PC:957
Heading:7.54 A Des:[6.67] Act:[2.40] B Des:2.13] Act:[3.80] [Immediate] [-7.74] [1.83] [-5.08] | PC:958
Heading:7.54 A Des:[6.67] Act:[5.00] B Des:2.13] Act:[4.60] [Immediate] [-8.56] [1.53] [-3.49] | PC:958
Heading:7.67 A Des:[6.88] Act:[3.50] B Des:1.29] Act:[3.60] [Immediate] [-8.93] [1.18] [-2.44] | PC:959
Heading:7.67 A Des:[6.88] Act:[3.10] B Des:1.29] Act:[3.00] [Immediate] [-9.18] [0.70] [-0.98] | PC:959
Heading:7.71 A Des:[6.93] Act:[4.80] B Des:0.99] Act:[-0.70] [Immediate] [-9.30] [-0.19] [-0.07] | PC:960
Heading:7.71 A Des:[6.93] Act:[6.20] B Des:0.99] Act:[-2.30] [Immediate] [-9.23] [-0.81] [0.79] | PC:960
Heading:7.81 A Des:[6.99] Act:[5.60] B Des:0.32] Act:[2.70] [Immediate] [-8.92] [-1.71] [2.04] | PC:961
Heading:7.81 A Des:[6.99] Act:[2.00] B Des:0.32] Act:[0.10] [Immediate] [-8.57] [-2.32] [2.86] | PC:961
Heading:7.70 A Des:[6.92] Act:[5.50] B Des:1.05] Act:[-0.70] [Immediate] [-7.80] [-3.19] [4.08] | PC:962
